Name Company,Company Overview,Company Size,Company Address,Industry,company_id
TRẦN TRUYỀN,Tòa nhà Landmark 72- Phạm Hùng- Cầu Giấy- Hà Nội,100-499,Tòa nhà Landmark 72- Phạm Hùng- Cầu Giấy- Hà Nội,chuyên viên kinh doanh bất động sản,C_f341a01f
TUYỂN DỤNG SAPO,"Được thành lập ngày 20/08/2008 với sứ mệnh ""Làm cho việc bán hàng trở nên dễ dàng"". Nhờ chiến lược rõ ràng và hướng đi đúng, Sapo nhanh chóng phát triển và đạt được những thành công nhất định. Giai đoạn từ 2010 - 2015, chúng tôi liên tục đạt mức tăng trưởng 300%. Tính đến tháng 1 năm 2019, Sapo có hơn 67,000 khách hàng là các doanh nghiệp, cửa hàng và mục tiêu sẽ đạt 200,000 khách hàng vào năm 2023. Để đạt được những mục tiêu này, chúng tôi cần bạn: những người trẻ tài năng, có đam mê và khát vọng thành công, cùng chúng tôi giúp cho cuộc sống tốt đẹp hơn nhờ thương mại điện tử! Hiện nay, Sapo đang mang đến cho các doanh nghiệp bán lẻ một nền tảng quản lý và bán hàng tổng thể từ online đến offline: Sapo POS - Phần mềm quản lý bán hàng, Sapo GO - Giải pháp quản lý bán hàng online dành riêng cho nhà bán hàng trên Facebook và sàn TMĐT Sapo FnB - Phần mềm quản lý nhà hàng, quán cafe, Sapo Web - Giải pháp thiết kế website bán hàng và Sapo Omnichannel - giải pháp quản lý và bán hàng từ Online đến Offline",500-999,"tòa nhà Ladeco, 266 Đội Cấn, Ba Đình, Hà Nội",Nhân Viên Kinh Doanh Phần Mềm,C_11ebcf09
"TV TPI CO., LTD","TV TPI là tổ chức luôn mang sứ mệnh cung cấp cho người sử dụng thuốc các sản phẩm giá trị và chất lượng được đăng ký tại Châu Âu với giá thành hợp lý. Bên cạnh sự phát triển kinh doanh, chúng tôi luôn ý thức được rằng mỗi nhân sự là một mắt xích quan trọng, là nhân tài của tổ chức. Do đó, TV TPI luôn tìm kiếm những con người mong muốn phát triển bản thân, không ngừng học hỏi và góp phần tạo nên sự phát triển bền vững của công ty.Sứ mệnhTV TPI ra đời nhằm phụng sự cho người sử dụng thuốc tại Việt Nam và các nước Đông Nam Á qua việc cung cấp cho người sử dụng thuốc các sản phẩm giá trị và chất lượng được đăng ký tại Châu Âu với giá thành hợp lý.Tầm nhìnĐưa TV TPI nằm trong Top 1.000 công ty Dược vào năm 2027. Giữ vững là Công ty số 1 cung cấp các dịch vụ EU GMP cho tất cả các đối tác hoạt động tại Việt Nam. Là Công ty đầu tiên tại Việt Nam sở hữu số đăng ký thuốc “Generics” được sản xuất tại Việt Nam nhiều nhất tại Châu Âu.Công Ty hoạt động trong lĩnh vực Kinh Doanh và Phân Phối các sản phẩm:Thuốc thành phẩmThiết bị y tếThực phẩm chức năngMỹ phẩm",25-99,"72 Bình Giã, Phường 13, Quận Tân Bình, TP. HCM",Y tế / Dược,C_8d5eb93e
Tamo.vn,Đang cập nhật,Đang cập nhật,"Quận 1, Tp.hcm",thu hồi nợ,C_74878945
Tas Land,"TAS LAND là thành viên trong Hệ sinh thái Bất động sản của Tập đoàn Trường An Sinh, tập trung tiến hành các giao dịch mua bán, cung cấp dịch vụ Môi giới, đào tạo và phát triển trong lĩnh vực Bất động sản. WEBSITE: https://tasgroup,vn/tas-land/",Đang cập nhật,"Số 5, Ngõ 78, Duy Tân, Cầu Giấy, Hà Nội.",tư vấn bất động sản,C_53697973
Team Equarus,"Equarus - Team chúng tôi hoạt động chính trong lĩnh vực thương mại điện tử (TMĐT) tại thị trường Mỹ với nhiều kinh nghiệm trong các mảng Dropshipping, Amazon FBA,... Chúng tôi là một team trẻ, nhiệt huyết, làm việc với tinh thần ""Stay Hungry - Stay Foolish"" cần tìm kiếm ứng viên phù hợp với 2 hình thức full-time và part-time.",10-24,"118 Mễ Trì Hạ, Mễ Trì, Nam Từ Liêm, Hà Nội",Hoạch định/Dự án,C_7d211d57
Tecinus,Công ty thành viên của MCB Holding. Là thành viên mới được thành lập chúng tôi trong ngắn hạn sẽ triển khai các dự án của các công ty thành viên trong cùng tập đoàn. Về dài hạn chúng tôi sẽ mở rộng triển khai các products dành cho các doanh nghiệp SME.,25-99,"Ô số E34, khu đấu giá 3ha, Phường Phúc Diễn, Quận Bắc Từ Liêm",Công nghệ thông tin,C_eb529133
Teipei101....,0986082824,100-499,Hồ Chí MinhQuận 1Hồ chí minh,nhân viên chăm sóc khách hàng,C_0e466803
Tek Experts Vietnam,"Tek Experts là một công ty đa quốc gia chuyên về giải pháp phần mềm, cung cấp các dịch vụ hỗ trợ kỹ thuật nhanh chóng và chuyên sâu hàng đầu thế giới.Vượt qua các rào cản về địa lý, ngôn ngữ và múi giờ, Tek Experts đảm bảo cung cấp dịch vụ hỗ trợ kỹ thuật 24/7 trong suốt 365 ngày cho hai đối tác lớn mang tầm thế giới là Microsoft và Micro Focus.Trải qua hơn 10 năm kinh nghiệm thực chiến, Tek Experts đã phát triển một mạng lưới rộng rãi và linh hoạt để hỗ trợ khách hàng của mình từ khắp mọi nơi trên thế giới. Đồng thời, chúng tôi đã xây dựng thành công các trung tâm và đội nhóm với chuyên môn cao, đảm bảo dịch vụ nhanh chóng và chất lượng cho khách hàng.Đặc biệt, Tek Experts có những đội ngũ nhiệt huyết, sáng tạo, luôn cập nhật theo những xu hướng và thay đổi của ngành, từ đó giúp các đối tác đảm bảo được công việc kinh doanh diễn ra thuận lợi, các khách hàng luôn được quan tâm và hỗ trợ kịp thời.Cho đến hiện tại, chúng tôi đã và đang cung cấp cơ hội việc làm cho hơn 7.000 người tại quốc gia và 4 châu lục khác nhau trên thế giới. Tek Experts luôn coi trọng sự đa dạng văn hóa và giá trị riêng của mỗi cá nhân mang đến cho công ty.",500-999,"16 Floor, Lotte Center Lieu Giai building",Ngành nghề,C_2e9c870a
Temple Leaf Spa Land,"1. Spa Jjimjiibang kết hợp với massage, chăm sóc sức khỏe và làm đẹp tiêu chuẩn Hàn Quốc.Đa dạng các loại phòng xông hơi, Massage theo từng công dụng khác nhau, chắc chắn sẽ mang đến cảm giác thoải mái và tuyệt vời cho trải nghiệm của bạn. 2.Với 6 tầng lầu và các phòng bao gồm rất nhiều dịch vụ xông hơi như: • Tầng 1: Lễ tân, tủ đựng vật dụng cá nhân. • Tầng 2: Sauna dành cho Nữ. • Tầng 3: Sauna dành cho Nam. • Tầng 4: Hang hồng ngoại, Phòng đá muối Himalaya, Phòng tuyết Igloo, Phòng gỗ Hinoki, Sảnh sinh hoạt chung, Sàn nóng. • Tầng 5: Phòng massage, Phòng Chun-qi-to, Phòng trẻ em, Café 1932 (F&B) • Tầng 6: Hồ ngâm chân, Ghế massage, Sân vườn thư giãn.",Đang cập nhật,"5/7 Nguyễn Siêu, Phường Bến Nghé, Quận 1",nhân viên spa,C_06001b05
Test Clean Ellly,công ty kinh doanh dịch vụ karaokii,Đang cập nhật,số 23 Trần Thái Tông,phục vụ bao ăn ở,C_a95fe20e
Thaco Auto Giải Phóng,"Công ty cổ phần Tập đoàn Trường Hải (còn được viết tắt là THACO, mã chứng khoán THA) là một công ty cổ phần chuyên sản xuất, lắp ráp, xuất nhập khẩu, phân phối, bảo trì, sửa chữa ô tô tại Việt Nam. Ngoài ra, công ty còn kinh doanh trong lĩnh vực hạ tầng khu công nghiệp, bất động sản, nông nghiệp công nghệ cao và cơ giới hóa nông nghiệp. Trường Hải là một trong các thành viên của Hiệp hội các nhà sản xuất Ô tô Việt Nam (VAMA). Các dòng sản phẩm ô tô chính của Trường Hải, vào năm 2016, là xe tải (có hợp tác với Kia Motors, Foton và Hyundai), xe buýt (hợp tác với Hyundai), xe chuyên dụng và xe du lịch (hợp tác với Kia Motors và Mazda, Peugeot). Trường Hải liên doanh với công ty Kia Motors và Mazda với nhà máy đặt tại khu kinh tế mở Chu Lai, tỉnh Quảng Nam, Việt Nam.",25-99,"số 207 Đường Ngọc Hồi, Thanh Trì, Hà Nội",Nhân Viên Kinh Doanh Ô TÔ,C_d1a9342e
Thaco Auto Thái Nguyên,"Kinh doanh Ô tô. Bán, sửa chữa và bảo dưỡng các dòng xe Du lịch và Tải Bus",100-499,"Khu QH DC 3+4, Đ. Phan Đình Phùng, P. Đồng Quang, TP Thái Nguyên.",Công nghệ Ô tô,C_8a9fcdd7
Thai Lam Group,Đang cập nhật,Đang cập nhật,117 trần duy hưng,Giám Đốc Tài Chính,C_b03024da
ThanhTrungMobile,Đang cập nhật,Đang cập nhật,24 Trần Văn Kiểu P.10 Q.6,"Việc làm bán hàng, Lao động phổ thông, Chăm sóc khách hàng",C_4eefca6e
Thanhtrúcc,Đang cập nhật,Đang cập nhật,"F2A1 Đ. Lương Ngọc Quyến, Phường 5, Gò Vấp, Thành Phố Hồ Chí Minh",Nhân Viên Bán Hàng,C_899f0239
The Connect,"The Connect – Thương hiệu tư vấn bất động sản cao cấp – Đội ngũ tư vấn bất động sản chuyên phân khúc cao cấp cho Empire City Thủ Thiêm. Với bề dày kinh nghiệm lâu đời cùng những am hiểu sâu sắc về thị trường bất động sản tại khu đô thị Thủ Thiêm, sự hài lòng và tin tưởng của khách hàng là ưu tiên hàng đầu tại The Connect.",25-99,"Linden Residences, Dự án Empire City, phân khu 2B, đường Mai Chí Thọ, phường Thủ Thiêm, Tp Thủ Đức, Tp Hồ Chí Minh",Marketing / Truyền thông / Quảng cáo,C_c5a0fbd7
The Edu House,"Với mục tiêu đồng hành cùng các gia đình trên hành trình nuôi dạy trẻ, The Edu House là tổ hợp giáo dục tiên phong, quy tụ nhiều thương hiệu giáo dục uy tín, tiên tiến hàng đầu trong lĩnh vực giáo dục ngoại khoá, kỹ năng sống và nghệ thuật. The Edu House có quy mô xây dựng trên tổng diện tích 2.500 m2, thiết kế không gian hiện đại, thân thiện với nhiều tiện ích giáo dục hướng đến sự phát triển hài hòa, toàn diện cho gia đình và trẻ nhỏ.",10-24,"SH 4-5-6 Saritown, Đ. Số 5, KĐT Sala, Quận 2, Thành phố Hồ Chí Minh 70000",Marketing / Truyền thông / Quảng cáo,C_8185a4c9
The Light Home,"Thấu hiểu nỗi đau của người tìm thuê phòng, tìm thuê Căn hộ và cũng như, thấu hiểu rõ nỗi đau của những Doanh Chủ kinh doanh, Đầu tư nhà, Căn cho thuê mà chưa được hiệu quả. Chúng tôi ra đời với mong muốn những Doanh Chủ an tâm hơn, có nhiều thời gian hơn trong các lĩnh vực đầu tư, kinh doanh khác. Và hơn nữa, mong muốn người thuê phòng, tìm được căn phòng, căn hộ dễ dàng nhất, ưng ý nhất và thoải mái ở trong căn phòng, căn hộ mà mình mong muốn. Chính vì lẽ đó, The Light Home đã và đang kết hợp đầu tư cũng như quản lý, vận hành với tinh thần quyết tâm và trải nghiệm đủ lớn để làm một thành viên trong vai trò Quản lý, Vận hành các Tòa nhà tại Thành phố Hồ Chí Minh.",Đang cập nhật,"385 Điện Biên Phủ, Phường 25",nhân viên cho thuê căn hộ,C_b64f3a6f
The Light Home.,"385 Điện Biên Phủ, Phưởng 25, Quận Bình Thạnh, TPHCM",25-99,"385 Điện Biên Phủ, Phưởng 25, Quận Bình Thạnh, TPHCM",cộng tác viên cho thuê căn hộ,C_5b09cfcb
The Vibes,"Giới thiệu về The Vibes- THE VIBES là một hệ sinh thái gồm Workspace, Events, nhà hàng cafe và spa được thành lập tại Quận 2, Tp. HCM, với sự cộng tác thiết kế về kiến trúc, cảnh quan và nội thất của Infinitive Architecture. THE VIBES hoạt động với tầm nhìn xây dựng một platform đa chức năng với không gian và cách thức tổ chức khác biệt, nhằm kiến tạo nên những nơi chốn chất lượng cho các nhu cầu trải nghiệm workspace, thưởng thức dịch vụ F&B, cũng như hội họp, gặp gỡ và tái tạo năng lượng.",25-99,"51Bis An Phú, P.An Phú, Quận 2, HCM",Dịch vụ khách hàng,C_87f65bda
The Vitamin Shoppe,"#TheVitaminShoppe là Thương Hiệu Thực phẩm Bảo Vệ Sức Khỏe Hàng Đầu tại Hoa Kỳ và Thế giới với tuổi đời gần 50 năm kinh nghiệm cùng hơn 800 cửa hàng. Mỗi sản phẩm đều đã trải qua 320 bước kiểm nghiệm chất lượng nghiêm ngặt để đạt các chứng nhận quốc tế.Năm 2020, Vitamin Shoppe Viet Nam chính thức trở thành đại diện duy nhất thương hiệu Vitamin Shoppe tại Việt Nam. Với mục tiêu trở thành thương hiệu bảo vệ sức khoẻ được người tiêu dùng yêu mến và tin tưởng nhất. Vitamin Shoppe Việt Nam được kỳ vọng sẽ góp phần phổ cập kiến thức và hình thành thói quen sử dụng sản phẩm “Bảo vệ sức khoẻ” nhiều hơn như một giải pháp thay thế “thuốc” để bảo vệ sức khoẻ và chữa khỏi các loại bệnh phổ biến. Chúng tôi luôn hướng tới việc gia tăng tỷ lệ dân số Việt Nam sử dụng Sản phẩm bảo vệ sức khoẻ lên tới 50% và đưa Vitamin Shoppe Việt Nam trở thành thương hiệu được đánh giá số 1 về chất lượng sản phẩm và dịch vụ tư vấn sức khỏe thông qua chuỗi các siêu thị thực phẩm chức năng trên toàn quốc.",25-99,49 Phương Mai,Marketing / Truyền thông / Quảng cáo,C_6495a1b7
The Wiselands Coffee,"Kính mời quý bạn ghé thăm hệ thống cafe sách The Wiselands Coffee bốn bề xanh mát để thấy mình đang ở một nơi thật khác – yên bình và thoải mái khi mọi vội vã, bộn bề đều lùi lại phía sau.Nét sang trọng và tinh tế phảng phất trong nội thất và những góc tường đầy ắp sách. Đồ uống ngon lành, đa dạng từ trà, cà phê, trà sữa với các món đặc sắc như: cà phê kem trứng thơm béo, trà cascara chanh vàng thanh mát, trà hibiscus cam xoài tươi mới. Quán cafe có những góc ngồi bên cửa sổ thảnh thơi ngắm cảnh và thư giãn, có góc kín đáo để tập trung đọc sách, làm việc, có chỗ ngồi ngoài trời thoáng đãng xanh mát. Và cũng có những không gian rộng hơn để làm việc nhóm, trao đổi công việc và hội họp. Không chỉ kết nối với thiên nhiên, cafe sách The Wiselands Coffee còn là nơi kết nối tri thức và lan tỏa văn hóa đọc trong cộng đồng.Cafe sách Wiselands có thư viện miễn phí với hơn 3 000 đầu sách hay liên tục cập nhật. Từ những trước tác văn học nghệ thuật kinh điển đến những tựa sách dành cho giới trẻ khám phá chính mình và cuộc sống, sách thiếu nhi và sách ngoại ngữ nổi tiếng,…Đúng với tên gọi “vùng đất của sự thông thái” – không gian cafe sách được tin tưởng lựa chọn là nơi tổ chức các sự kiện khuyến độc, kết nối và phát triển tri thức cho cộng đồng, là kênh giới thiệu và hỗ trợ phát hành sách cho các nhà xuất bản các đơn vị phát hành trong cả nước.Thư quán cafe sách The Wiselands Coffee là điểm đến lý tưởng cho tất cả những người yêu tri thức. Kính mời quý bạn!",Đang cập nhật,"185Bis Võ Thị Sáu, Phường Võ Thị Sáu, Quận 3",nhân viên pha chế,C_08097ec2
Thi Nguyễn,"Cửa hàng cần tuyển nhân viên bán hàng tại cửa hàng Vị trí: 3 Bán hàng 1 Thu ngân Trong coi quầy kệ kiểm tra nhãn mác sản phẩm Lau chùi quầy kệ trước và sau khi làm Thanh toán tiền hàng hóa khi khách hàng mua hàng Thời gian: Làm việc từ thứ 2 đến thứ 7 nghỉ các ngày chủ nhật Có xoay ca dành cho các bạn sinh viên làm kiếm thêm thu nhập + Sáng: 7h30 - 11h30 + Chiều: 13h - 17h: Ca: + 4 tiếng: 3tr5 + phụ cấp + 8 tiếng: 8tr + phụ cấp + Có xoay ca cho những bạn sinh viên làm thêm Sau 1 tháng thử việc được xét tăng lương Yêu cầu: + Tiêm đủ 2 mũi vaccine + Vui vẻ, hòa đồng + Trung thực làm việc có trách nhiệm vụ",Đang cập nhật,"Dương Thị Mười, Quận 12",kế toán bán hàng,C_318d8fb4
Thien Kim Vu,Đang cập nhật,Đang cập nhật,"Nguuyen Duy Duong Phuong 9, Quan 5, Tphcm",chuyên viên kinh doanh,C_9e000f44
Thiên Bình Energy,"Công ty TNHH Năng lượng Thiên Bình được thành lập từ năm 2017 với ngành nghề kinh doanh chính là cung cấp nhiên liệu đốt, dịch vụ vận hành lò, thi công công trình lò trọn gói, là một trong những đơn vị cung cấp than đá lớn trên thị trường.Công ty chúng tôi có đội ngũ nhân viên kinh doanh với khả năng giao tiếp tiếng Trung lưu loát, đội ngũ kỹ thuật hàng đầu về lò hơi và đội ngũ công nhân vận hành chuyên nghiệp, chủ yếu phục vụ cho các đối tượng khách hàng là nhà máy có vốn đầu tư củaTrung Quốc, Đài Loan, có mối quan hệ hợp tác lâu dài với các doanh nghiệp lớn như Nhà máy sợi Baihong, Nhà máy giấy Lee&Man, Formosa,.. Công ty luôn tôn trọng nguyên tắc ""Khách hàng là số 1"", nhu cầu của khách hàng là nhiệm vụ mà chúng tôi phải thực hiện. Cung cấp giải pháp nhà lò một cửa:Trước khi xây dựng nhà máy, tư vấn miễn phí về việc lựa chọn địa điểm khu côn nghiệp, giấy phép ĐTM, các loại giấy phép, giấy chứng nhận về lò hơi, các yêu cầu về bảo vệ môi trường đối với lò hơi của Việt Nam.Trong quá trình xây dựng nhà máy, cung cấp thi công lắp đặt lò trọn gói với hình thức EPC - chìa khóa trao tay.Sau khi xây dựng nhà máy, cung cấp than đá và dịch vụ vận hành lò.Sau khi đi vào sản xuất, cung cấp dịch vụ bảo trì sửa chữa lò 24/24.",100-499,"Phòng 11.01, Tầng 11, Tòa nhà IPC, Số 1489 Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Thành phố Hồ Chí Minh Read more: https://masocongty.vn/company/1310173/cong-ty-tnhh-nang-luong-thien-binh.html#ixzz7bdrwdr4T",Cơ khí / Chế tạo / Tự động hóa,C_728f9fe2
Thiên Hoà,Đang cập nhật,Đang cập nhật,322 trường chinh p13 tân bình,Việc làm bán hàng,C_f4bc2e66
Thiên Hương Production,"Thiên Hương Production tuyển ca sĩ, diễn viên cho các dự án phim, phòng trà, vũ trường, sự kiện....",10-24,40 / Đỗ Đức Dục / Phú Thọ Hòa / Tân Phú / TP. HCM.,"ca sĩ phòng trà, ca sĩ hát hội chợ, ca sĩ bolero",C_781c5a86
Thiên Khôi Hcm,Đang cập nhật,Đang cập nhật,52 Trương Định,Nhân Viên Sale Online,C_183c766f
Thiên Mộc Hương,"Thiên Mộc Hương được ra đời dựa trên hơn 35 năm kinh nghiệm trong việc chế tác và phân phối các sản phẩm trang sức, thủ công mỹ nghệ tại Việt Nam. Sản phẩm chủ lực được lựa chọn để cạnh tranh với các thương hiệu Quốc tế chính là trang sức Trầm Hương (Agarwood Jewelry) Trang sức Trầm Hương là sự kết hợp độc đáo và đặc sắc giữa Trầm Hương hình thành từ cây gió bầu lâu năm trong các cánh rừng già, cùng với vàng, bạc hay kim cương để trở thành một loại trang sức quý hiếm mà bất kỳ ai cũng mong muốn sở hữu. Với đội ngũ nghệ nhân lành nghề trong việc chế tác Trầm Hương cùng những nhà thiết kế trang sức danh tiếng, Thiên Mộc Hương luôn mang đến những sản phẩm sang trọng, tinh tế đồng thời mang đậm chất thời trang hiện đại. Cái hồn Phương Đông được Thiên Mộc Hương giữ nguyên vẹn trong từng chi tiết sản phẩm. Ngoài việc là một món trang sức hòa quyện giữa truyền thống và hiện đại, trang sức Trầm Hương Thiên Mộc Hương còn là một vật phẩm phong thủy, giúp hóa giải điềm xấu, chiêu tài vượng khí, mang đến cát tường cho chủ sở hữu. Theo Đông y, Trầm Hương còn tỏa ra hương thơm dễ chịu, giúp giảm stress trong công việc, kiềm chế giận hỏa, tịnh tâm, thư giãn. Thiên Mộc Hương - Tự hào là sản phẩm trang sức duy nhất dành tặng cho Hoàng gia Nhật trong chuyến tàu thanh niên Đông Nam Á - SSEAYP 2017. Hơn tất cả, để có những bước đi vững chắc, Thiên Mộc Hương luôn tâm niệm lấy trung thực làm đầu, uy tín làm gốc, sứ mạng làm kim chỉ nam cho tất cả hoạt động của mình. Trang sức trầm hương cao cấp Thiên Mộc Hương - không chỉ tôn vinh vẻ đẹp ngoại hình mà còn mang đến những điều thật sự diệu kỳ cho cuộc sống muôn màu của chúng ta.",25-99,"71 Nguyễn Khắc Nhu, P.Cô Giang, Q1",Tư vấn,C_87a606f5
Thong Tin Viec Lam,"Chuyên giới thiệu việc làm phổ thông, hợp đồng cung cấp bảo vệ cho nhà hàng, khách sạn, tòa nhà, sửa chữa máy tính, lắp đặt camera, kinh doanh khẩu trang y tế, cồn y tế sát khuẩn, trà, cà phê, thuốc lá, cung cấp linh kiện vi tính .",Đang cập nhật,16 Gò Cát Phường Phú Hữu Quận 9,nhân viên bảo vệ,C_f99b03c1
Thuận Phát140,Đang cập nhật,Đang cập nhật,140 Đừờng Số 8 Linh Xuân Thủ Đức,Nhân Viên Cửa Hàng Tiện Lợi,C_4de4e199
Thành Tâm Pharma,Đang cập nhật,Đang cập nhật,lê bình,Trình Dược Viên,C_d588b652
Thái Lâm Group,0982507159,25-99,"Hà NộiQuận Cầu Giấy117 Trần Duy Hưng, Cầu Giấy, Hà Nội",nhân viên tài chính,C_6be62e46
Thái Ninh Trà,Sản xuất và bán buôn bán lẻ Chè Thái Nguyên,1-9,"Tổ 1, phường Đồng Quang, tp Thái Nguyên, Thái Nguyên",Kinh doanh / Bán hàng,C_e2440e15
Thái Vạn Xuân,"Công Ty TNHH Thái Vạn Xuân được thành lập tháng 3 năm 2016 là công ty Tiếp thị và Phân phối chuyên biệt các sản phẩm dược mỹ phẩm, thực phẩm chức năng, thực phẩm bổ sung. Với tiêu chí mang đến những sản phẩm hội tụ đủ: “Sự khác biệt + Thiết thực + Chất lượng cao”, chính là thông điệp được truyền tải trong mỗi sản phẩm của Thái Vạn Xuân. Điều này giúp cho mỗi sản phẩm đều mang một giá trị riêng và có đủ sức mạnh chinh phục thị trường, đáp ứng đúng và đủ nhu cầu của người tiêu dùng. Công ty chúng tôi tin tưởng rằng, với quyết tâm ấy Thái Vạn Xuân chắc chắn sẽ có được niềm tin và sự hợp tác, ủng hộ từ đối tác, khách hàng và người tiêu dùng. Thái Vạn Xuân quy tụ các thành viên với nhiều phẩm chất: Trung thực, tận tâm, ý thức trách nhiệm và tính tự giác cao. Bên cạnh đó là sự nhiệt tình, năng động, sáng tạo và yêu việc, tâm huyết với nghề. Mỗi thành viên làm việc bằng tinh thần: Nhiệt tình, không ngừng học hỏi để nâng cao trình độ chuyên môn, kỹ năng phục vụ và hoàn thành công việc một cách tối đa.",Đang cập nhật,Số 8/115 Ngõ 2 Định Công Thượng Q.hoàng Mai -Tp Hà Nội.,Trình Dược Viên Nhà Thuốc,C_d55a42e5
Thương Mại Vận Tải,Thương Mại Vận Tải QLNS \,100-499,QLNS Chị Trịnh Ngọc Giang,Lái Xe Lương Cao,C_6f008414
Thương hiệu cafe Hạt A,"Hạt A đã và đang nỗ lực mỗi ngày để trở thành nhà cung cấp hàng đầu về cà phê cùng các sản phẩm nông sản đặc sản của các vùng miền trên lãnh thổ Việt Nam.Sản xuất và phân phối Cà phê hạt, bột, cà phê hòa tan…Phân phối các sản phẩm về nông sản đặc sản trên vùng miền của Việt Nam như: Hạt Điều, Hạt Macca, Hạt Sen, hoa quả sấy dẻo, sấy khô.Mỗi sản phẩm của Hạt A là một hình ảnh đại diện cho những nông sản đặc trưng đến từ khắp các vùng miền khác nhau trên dải đất hình chữ S yêu thương",100-499,Số 06 Nghi Tàm-Yên Phụ-Tây Hồ-Hà Nội,Kế toán / Kiểm toán,C_f3c3796b
Thẩm mỹ quốc tế Medic Skin,Viện thẩm mỹ Medic Skin là địa chỉ làm đẹp hàng đầu và uy tín nhất trên toàn quốc,25-99,"Số 88A đường 25/4, tổ 41 khu 3, phường Bạch Đằng, Thành phố Hạ Long, tỉnh Quảng Ninh",Báo chí / Truyền hình,C_38becf15
Thẩm mỹ viên Đông Á,"Giới thiệu:Hệ thống thẩm mỹ Đông Á trực thuộc tập đoàn SCI là chuỗi hệ thống thẩm mỹ đẳng cấp quốc tế đầu tiên tại Việt Nam. Với mục tiêu tạo ra 1 thương hiệu Thẩm mỹ chuyên nghiệp, bài bản, phát triển bền vững lâu dài và đặc biệt giúp định hình, góp phần đưa ngành dịch vụ Thẩm mỹ tại Việt Nam phát triển đúng hướng, tháng 1/2014 Thương hiệu Thẩm mỹ Đông Á chính thức ra đời với chi nhánh đầu tiên tại 212 Kim Mã - Ba Đình - Hà Nội.Trải qua 8 năm xây dựng và phát triển, Đông Á đã có mặt tại 3 miền, trở thành 1 hệ thống thẩm mỹ tiêu chuẩn chất lượng cao với 9 chi nhánh trong đó có 1 bệnh viện thẩm mỹ và 8 thẩm mỹ viện; đội ngũ nguồn nhân lực chất lượng với hơn 300 y bác sĩ, cán bộ, nhân viên. Tầm nhìn, sứ mệnh:Đông Á luôn hoạt động theo tôn chỉ: Đặt lợi ích khách hàng lên trên hết bằng việc lựa chọn và cung cấp các giải pháp thẩm mỹ An toàn - Hiệu quả.Tất cả các dịch vụ cung cấp ra cho khách hàng luôn được kiểm tra, đánh giá, thử nghiệm lâm sàng phù hợp với các đặc tính cơ địa phụ nữ Việt, các dòng sản phẩm cung cấp được nhập khẩu với nguồn gốc xuất xứ rõ ràng, nhãn hiệu uy tín.Đặc biệt Đông Á là Hệ thống thẩm mỹ duy nhất tại Việt Nam có đội ngũ các Bác sĩ da liễu thường trực tại tất cả các chi nhánh, trực tiếp thăm khám, điều trị cho tất cả khách hàng, Đông Á cũng là hệ thống thẩm mỹ duy nhất tại Việt Nam đảm bảo 100% khách hàng được thực hiện Phẫu thuật thẩm mỹ trực tiếp bởi các Bác sĩ phẫu thuật nhiều năm kinh nghiệm.Năm 2018, Đông Á đạt giải thưởng Top 5 Thương hiệu làm đẹp hàng đầu Việt Nam.Năm 2019, Hệ thống thẩm mỹ Đông Á vinh dự nhận giải thưởng Thương hiệu mạnh Quốc gia, Doanh nghiệp – Doanh nhân xuất sắc năm 2019.Hãy gia nhập Đông Á ngay hôm nay để cùng chúng tôi làm việc, xây dựng và phát triển một môi trường minh bạch, trẻ trung, năng động, sáng tạo. Ở Đông Á, bạn sẽ được khích lệ để phát huy tối đa khả năng tiềm ẩn của bản thân, là nơi mà bạn được là chính mình. Sự góp sức của bạn hôm nay sẽ tạo nên sự thành công của Đông Á ngày mai!HỆ THỐNG CHI NHÁNH TMV ĐÔNG Á:CN Kim Mã: số 212 Kim Mã, Quận Ba Đình, Hà NộiCN Hải Phòng: số 378 Tô Hiệu, Quận Lê Chân, Hải PhòngCN Nghệ An: số 148 Nguyễn Văn Cừ, Tp VinhCN Đà Nẵng: số 293 Hùng Vương, Quận Thanh Khê, Đà NẵngCN Bình Dương: số 12 lô NP1 TTTM Becamex Đại lộ Bình Dương – Tp. Thủ Dầu MộtCN Cần Thơ: số 28 Lý Tự Trọng, Quận Ninh Kiều, thành phố Cần ThơBVTM Đông Á: số 218 Nguyễn Trãi, Phường 3, Quận 5, Tp. Hồ Chí MinhCN Thanh Hóa: 103 Nguyễn Trãi, Ba Đình, TP Thanh HóaCN Bắc Ninh: 519-521 Ngô Gia Tự, Tiền An, TP Bắc Ninh",100-499,"212 Kim Mã, Ba Đình, Hà Nội",Marketing / Truyền thông / Quảng cáo,C_7613dc8f
Thị Hoa,Đang cập nhật,Đang cập nhật,"54/1 Liên Xã Thị Trấn, Tân Hiệp, Hóc Môn, Thành Phố Hồ Chí Minh",Nhân Viên Bán Hàng,C_733f881c
Thời Trang DEME,"Deme là một business trẻ hoạt động trong lĩnh vực thời trang, MMO. Môi trường làm việc tập trung vào sự phát triển mỗi cá nhân, cởi mở và tự do trong tư duy. Để mỗi nhân sự được là chính mình khi làm việc tại Deme.",10-24,"169 Nguyễn Ngọc Vũ, Cầu Giấy",Báo chí / Truyền hình,C_b12bac52
